,id,d115DocumentBoostValue,faqUpdateTimestamp,faqSourceUrl,faqSourceName,faqQuestion,faqAll,faqQuestionMain,faqName,faqLabels,faqTopics,faqAnswers,_version_
34,34,1.0,02.06.2022 12:07,https://www.berlin.de/sen/soziales/corona/#headline_1_25,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",wie wird das coronavirus übertragen? wie kann man sich schützen?,"['wie wird das coronavirus übertragen? wie kann man sich schützen?', 'Das Coronavirus kann von Mensch zu Mensch übertragen werden. Um das Ansteckungsrisiko zu verringern, gilt daher wie für alle Infektionskrankheiten: gute Handhygiene sowie ein Mindestabstand von 1,50m zu anderen Personen halten.         Eine Übertragung über importierte Lebensmittel und andere importierte Waren wie beispielsweise Spielzeug ist bisher nicht dokumentiert. Nach aktuellem Stand der Wissenschaft kann das Virus auch nicht von Haustieren auf Menschen oder von Menschen auf Haustieren übertragen werden.']",Wie wird das Coronavirus übertragen? Wie kann man sich schützen?,intent.CORONA.faq.bb20_senias_corona.21558611726322,['CORONA'],['CORONA'],"['Das Coronavirus kann von Mensch zu Mensch übertragen werden. Um das Ansteckungsrisiko zu verringern, gilt daher wie für alle Infektionskrankheiten: gute Handhygiene sowie ein Mindestabstand von 1,50m zu anderen Personen halten.         Eine Übertragung über importierte Lebensmittel und andere importierte Waren wie beispielsweise Spielzeug ist bisher nicht dokumentiert. Nach aktuellem Stand der Wissenschaft kann das Virus auch nicht von Haustieren auf Menschen oder von Menschen auf Haustieren übertragen werden.']",1734524673908015104
35,35,1.0,02.06.2022 12:07,https://www.berlin.de/sen/arbeit/corona/#headline_1_27,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",wo kann ich mich zu einzelheiten des mutterschutzes während der covid-19-pandemie beraten lassen?,"['wo kann ich mich zu einzelheiten des mutterschutzes während der covid-19-pandemie beraten lassen?', 'Für Einzelfragen im Zusammenhang mit Gesundheitsschutz, Arbeitsschutz und Kündigungsschutz sind die Aufsichtsbehörden zuständig.         Weiterführende Informationen sowie Antworten zu arbeitsrechtlichen und arbeitsschutzrechtlichen Fragen zum Coronavirus (SARS-CoV-2) finden Sie zudem auf den Internetseiten des Bundesministeriums für Arbeit und Soziales sowie des Ausschusses für Mutterschutz).']",Wo kann ich mich zu Einzelheiten des Mutterschutzes während der COVID-19-Pandemie beraten lassen?,intent.CORONA.faq.bb37__ias__arbeit.619930309170582,['CORONA'],['CORONA'],"['Für Einzelfragen im Zusammenhang mit Gesundheitsschutz, Arbeitsschutz und Kündigungsschutz sind die Aufsichtsbehörden zuständig.         Weiterführende Informationen sowie Antworten zu arbeitsrechtlichen und arbeitsschutzrechtlichen Fragen zum Coronavirus (SARS-CoV-2) finden Sie zudem auf den Internetseiten des Bundesministeriums für Arbeit und Soziales sowie des Ausschusses für Mutterschutz).']",1734524673910112256
36,36,1.0,02.06.2022 12:07,https://www.berlin.de/sen/kulteu/aktuelles/corona/artikel.915045.php#headline_1_4,"Berlin, Senatsverwaltung für Kultur und Europa","muss ich den live-stream kostenpflichtig anbieten, um ursprünglich eingeplante einnahmen zu generieren. oder kann ich ihn auch kostenfrei anbieten?","['muss ich den live-stream kostenpflichtig anbieten, um ursprünglich eingeplante einnahmen zu generieren. oder kann ich ihn auch kostenfrei anbieten?', 'Da die technischen Voraussetzungen für ein Online-Bezahlsystem sich unter Umständen nicht so schnell realisieren lassen und wiederum Kosten verursachen, können Sie Ihr Projekt auch kostenlos streamen. Sie sollten aber zu freiwilligen Spenden aufrufen.']","Muss ich den Live-Stream kostenpflichtig anbieten, um ursprünglich eingeplante Einnahmen zu generieren. Oder kann ich ihn auch kostenfrei anbieten?",intent.CORONA.faq.bb10_kul_45.363778330323940,['CORONA'],['CORONA'],"['Da die technischen Voraussetzungen für ein Online-Bezahlsystem sich unter Umständen nicht so schnell realisieren lassen und wiederum Kosten verursachen, können Sie Ihr Projekt auch kostenlos streamen. Sie sollten aber zu freiwilligen Spenden aufrufen.']",1734524673911160832
37,37,1.0,02.06.2022 12:07,https://www.berlin.de/sen/soziales/corona/#headline_1_24,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",möchten sie die faq zum bereich wohnungslose in berlin in einer anderen sprache lesen?,"['möchten sie die faq zum bereich wohnungslose in berlin in einer anderen sprache lesen?', 'Die Fragen zum Bereich Wohungslose in Berlin finden Sie unter den folgenden Links auch in Arabisch, Bulgarisch, Englisch, Französisch, Polnisch und Rumänisch:      Allgemeine FAQ in Arabisch     Allgemeine FAQ in Bulgarisch     Allgemeine FAQ in Englisch     Allgemeine FAQ in Französisch     Allgemeine FAQ in Polnisch     Allgemeine FAQ in Rumänisch       FAQ zu Quarantäne in Arabisch     FAQ zu Quarantäne in Bulgarisch     FAQ zu Quarantäne in Englisch     FAQ zu Quarantäne in Französisch     FAQ zu Quarantäne in Polnisch     FAQ zu Quarantäne in Rumänisch']",Möchten Sie die FAQ zum Bereich Wohnungslose in Berlin in einer anderen Sprache lesen?,intent.CORONA.faq.bb20_senias_corona.193857491734627,['CORONA'],['CORONA'],"['Die Fragen zum Bereich Wohungslose in Berlin finden Sie unter den folgenden Links auch in Arabisch, Bulgarisch, Englisch, Französisch, Polnisch und Rumänisch:      Allgemeine FAQ in Arabisch     Allgemeine FAQ in Bulgarisch     Allgemeine FAQ in Englisch     Allgemeine FAQ in Französisch     Allgemeine FAQ in Polnisch     Allgemeine FAQ in Rumänisch       FAQ zu Quarantäne in Arabisch     FAQ zu Quarantäne in Bulgarisch     FAQ zu Quarantäne in Englisch     FAQ zu Quarantäne in Französisch     FAQ zu Quarantäne in Polnisch     FAQ zu Quarantäne in Rumänisch']",1734524673912209408
38,38,1.0,02.06.2022 12:07,https://www.berlin.de/corona/faq/#accordion_faq_1_188,Der Regierende Bürgermeister von Berlin - Senatskanzlei,"was mache ich, wenn der schnell- oder selbsttest positiv ausfällt?","['was mache ich, wenn der schnell- oder selbsttest positiv ausfällt?', 'Sollte der Selbsttest positiv ausfallen, muss dieses Ergebnis unverzüglich durch einen Schnelltest in einer zertifizierten Teststelle verifiziert werden. Fällt Ihr Schnelltest-Ergebnis positiv aus, müssen Sie sich unverzüglich in die häusliche Isolation begeben. Für Mitarbeiter:innen in Krankenhäusern, Pflegeeinrichtungen, Arztpraxen und ähnlichen Einrichtungen gelten gesonderte Vorgaben. Die Isolationspflicht gilt für zehn Tage. Nach Ablauf dieses Zeitraumes ist kein erneuter Test zur Beendigung der Absonderung notwendig. Sie können die Isolation bereits ab dem fünften Tag verlassen, wenn Sie seit 48 Stunden symptomfrei sind und anschließend einen Schnelltest durchführen lassen, der negativ ausfällt.  Sie können ein positives Schnelltest-Ergebnis mittels PCR-Test kostenlos bestätigen lassen. Bei negativem PCR-Testergebnis müssen Sie sich nicht absondern.']","Was mache ich, wenn der Schnell- oder Selbsttest positiv ausfällt?",intent.CORONA.faq.bb.874969877486246,['CORONA'],['CORONA'],"['Sollte der Selbsttest positiv ausfallen, muss dieses Ergebnis unverzüglich durch einen Schnelltest in einer zertifizierten Teststelle verifiziert werden. Fällt Ihr Schnelltest-Ergebnis positiv aus, müssen Sie sich unverzüglich in die häusliche Isolation begeben. Für Mitarbeiter:innen in Krankenhäusern, Pflegeeinrichtungen, Arztpraxen und ähnlichen Einrichtungen gelten gesonderte Vorgaben. Die Isolationspflicht gilt für zehn Tage. Nach Ablauf dieses Zeitraumes ist kein erneuter Test zur Beendigung der Absonderung notwendig. Sie können die Isolation bereits ab dem fünften Tag verlassen, wenn Sie seit 48 Stunden symptomfrei sind und anschließend einen Schnelltest durchführen lassen, der negativ ausfällt.  Sie können ein positives Schnelltest-Ergebnis mittels PCR-Test kostenlos bestätigen lassen. Bei negativem PCR-Testergebnis müssen Sie sich nicht absondern.']",1734524673913257984
39,39,1.0,02.06.2022 12:07,https://www.berlin.de/labo/mobilitaet/fahrerlaubnisse-personen-und-gueterbefoerderung/artikel.911946.php#accordion_faq_1_20,"Berlin, Landesamt für Bürger- und Ordnungsangelegenheiten","wo kann ich aktuell einen antrag auf verlängerung der gültigkeit einer fahrerlaubnis der klassen c, c1, ce, c1e, d, d1, de oder d1e bzw. eine fzf (p-schein) stellen?","['wo kann ich aktuell einen antrag auf verlängerung der gültigkeit einer fahrerlaubnis der klassen c, c1, ce, c1e, d, d1, de oder d1e bzw. eine fzf (p-schein) stellen?', 'Für die Antragsentgegennahme sind die Bürgerämter zuständig. Bitte informieren Sie sich, welches Bürgeramt Kapazitäten hat. Weitere allgemeine Informationen erhalten Sie bei der jeweiligen Dienstleistung. Liegen keine Eignungsbedenken vor, erfolgt die postalische Zusendung des Führerscheins bzw. des P-Scheines.']","Wo kann ich aktuell einen Antrag auf Verlängerung der Gültigkeit einer Fahrerlaubnis der Klassen C, C1, CE, C1E, D, D1, DE oder D1E bzw. eine FzF (P-Schein) stellen?",intent.CORONA.faq.bb21_labo_mobilitaet_946.319629050966536,['CORONA'],['CORONA'],"['Für die Antragsentgegennahme sind die Bürgerämter zuständig. Bitte informieren Sie sich, welches Bürgeramt Kapazitäten hat. Weitere allgemeine Informationen erhalten Sie bei der jeweiligen Dienstleistung. Liegen keine Eignungsbedenken vor, erfolgt die postalische Zusendung des Führerscheins bzw. des P-Scheines.']",1734524673914306560
40,40,1.0,02.06.2022 12:07,https://www.berlin.de/sen/bjf/corona/jugend-und-familie/index.php#accordion_faq_1_20,"Berlin, Senatsverwaltung für Bildung, Jugend und Familie",kinderschutz-zentrum berlin e.v.,"['kinderschutz-zentrum berlin e.v.', ""Das Kinderschutz-Zentrum Berlin e.V. ist auch in diesen Tagen erreichbar und bietet für Eltern, Kinder, Angehörige oder Nachbarn telefonische Beratung bei Sorgen rund um das Kindeswohl an. Im Moment wird auch noch die persönliche (Krisen-)Beratung in Kinderschutzfällen, unter erhöhten hygienischen Bedingungen, aufrechterhalten.  Mo   Fr von 09:00 Uhr bis 20:00 Uhr   <a href=https://www.kinderschutz-zentrum-berlin.de target=_blank data-type=follow class='click text-link extern'>https://www.kinderschutz-zentrum-berlin.de</a>""]",Kinderschutz-Zentrum Berlin e.V.,intent.CORONA.faq.bb34_bjf_jugendfamilieAllg.787291738641746,['CORONA'],['CORONA'],"[""Das Kinderschutz-Zentrum Berlin e.V. ist auch in diesen Tagen erreichbar und bietet für Eltern, Kinder, Angehörige oder Nachbarn telefonische Beratung bei Sorgen rund um das Kindeswohl an. Im Moment wird auch noch die persönliche (Krisen-)Beratung in Kinderschutzfällen, unter erhöhten hygienischen Bedingungen, aufrechterhalten.  Mo   Fr von 09:00 Uhr bis 20:00 Uhr   <a href=https://www.kinderschutz-zentrum-berlin.de target=_blank data-type=follow class='click text-link extern'>https://www.kinderschutz-zentrum-berlin.de</a>""]",1734524673915355136
41,41,1.0,02.06.2022 12:07,https://www.berlin.de/sen/arbeit/corona/#headline_1_22,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",mitbestimmungsrecht des betriebsrats   präsenz notwendig?,"['mitbestimmungsrecht des betriebsrats   präsenz notwendig?', 'Der Betriebsrat hat über die vorübergehende Verkürzung der betriebsüblichen Arbeitszeit mitzubestimmen (§ 87 Abs. 1 Nr. 3 BetrVG und § 99 Abs. 1). Das bedeutet, dass Arbeitgeberin bzw. Arbeitgeber und Betriebsrat sich über den Zeitpunkt der Einführung und den Umfang der Kurzarbeit einigen müssen. Kommt eine Einigung nicht zustande, entscheidet eine Einigungsstelle, die auf Antrag einer Seite tätig wird (§ 87 Abs. 2 i. V. m. § 76 BetrVG). Das Mitbestimmungsrecht des Betriebsrates bei der Einführung von Kurzarbeit gilt uneingeschränkt dort, wo kein Tarifvertrag besteht oder ein Tarifvertrag keine Kurzarbeitsklausel enthält.         Um Beratungen durchzuführen und Beschlüsse zur Einführung von Kurzarbeit zu fassen, sind normalerweise Sitzungen des Betriebsrats notwendig, die aber durch die Corona-bedingten Einschränkungen derzeit praktisch kaum mehr möglich sind. Damit auch unter den Bedingungen von Corona rechtssichere Beschlüsse mithilfe von Video- oder Telefonkonferenzen gefasst werden können, wurden entsprechende gesetzliche Sonderregelungen erlassen. Inzwischen wurde eine dauerhaft geltende Regelung für Video- und Telefonkonferenzen im Zusammenhang mit der Betriebsratsarbeit im Betriebsverfassungsgesetz geschaffen.']",Mitbestimmungsrecht des Betriebsrats   Präsenz notwendig?,intent.CORONA.faq.bb37__ias__arbeit.145617489469609,['CORONA'],['CORONA'],"['Der Betriebsrat hat über die vorübergehende Verkürzung der betriebsüblichen Arbeitszeit mitzubestimmen (§ 87 Abs. 1 Nr. 3 BetrVG und § 99 Abs. 1). Das bedeutet, dass Arbeitgeberin bzw. Arbeitgeber und Betriebsrat sich über den Zeitpunkt der Einführung und den Umfang der Kurzarbeit einigen müssen. Kommt eine Einigung nicht zustande, entscheidet eine Einigungsstelle, die auf Antrag einer Seite tätig wird (§ 87 Abs. 2 i. V. m. § 76 BetrVG). Das Mitbestimmungsrecht des Betriebsrates bei der Einführung von Kurzarbeit gilt uneingeschränkt dort, wo kein Tarifvertrag besteht oder ein Tarifvertrag keine Kurzarbeitsklausel enthält.         Um Beratungen durchzuführen und Beschlüsse zur Einführung von Kurzarbeit zu fassen, sind normalerweise Sitzungen des Betriebsrats notwendig, die aber durch die Corona-bedingten Einschränkungen derzeit praktisch kaum mehr möglich sind. Damit auch unter den Bedingungen von Corona rechtssichere Beschlüsse mithilfe von Video- oder Telefonkonferenzen gefasst werden können, wurden entsprechende gesetzliche Sonderregelungen erlassen. Inzwischen wurde eine dauerhaft geltende Regelung für Video- und Telefonkonferenzen im Zusammenhang mit der Betriebsratsarbeit im Betriebsverfassungsgesetz geschaffen.']",1734524673916403712
42,42,1.0,02.06.2022 12:07,https://www.berlin.de/sen/pflege/pflege-und-rehabilitation/coronavirus/faq/#headline_1_13,"Berlin, Senatsverwaltung für Gesundheit, Pflege und Gleichstellung",vereinbarkeit von pflege und beruf,"['vereinbarkeit von pflege und beruf', ""Kurzzeitige Arbeitsverhinderung         In einer akuten Pflegesituation haben Beschäftigte Anspruch auf eine Auszeit von der Arbeit, um die Pflege naher Angehöriger sicherzustellen oder zu organisieren. Dieses Recht gilt in jedem Arbeitsverhältnis. Die Auszeit ist auf insgesamt 10 Arbeitstage je Angehörigen begrenzt. Die Inanspruchnahme und deren voraussichtliche Dauer ist dem Arbeitgeber unverzüglich mitzuteilen.     Dieser kann einen Nachweis über die akute Situation und die voraussichtliche Pflegebedürftigkeit verlangen (ärztliches Attest). Für die Dauer der Auszeit kann Pflegeunterstützungsgeld bei der Pflegekasse des Pflegebedürftigen beantragt werden, wenn kein Anspruch auf Lohn-/Gehaltsfortzahlung besteht..         Pflegezeit         Beschäftigte können sich für die häusliche Pflege von nahen Angehörigen bis zu sechs Monate unbezahlt teilweise oder vollständig von der Arbeit freistellen lassen. In Betrieben mit mehr als 15 Beschäftigten besteht ein Anspruch auf Freistellung. Gegenüber dem Arbeitgeber ist die Pflegebedürftigkeit (Pflegegrad 1-5) nachzuweisen. Umfang und Dauer der Freistellung sind schriftlich mit dem Arbeitgeber zu vereinbaren.         Familienpflegezeit         Im Rahmen der Familienpflegezeit besteht die Möglichkeit, über einen Zeitraum von bis zu 24 Monate unbezahlt die vertragliche wöchentliche Arbeitszeit auf bis zu 15 Stunden zu reduzieren. Gegenüber dem Arbeitgeber ist die Pflegebedürftigkeit (Pflegegrad 1-5) nachzuweisen. Umfang und Dauer der     Arbeitszeitreduzierung sind schriftlich mit dem Arbeitgeber zu vereinbaren. Für Beschäftigte in Betrieben mit mehr als 25 Beschäftigten besteht ein Anspruch auf Familienpflegezeit.         Begleitung in der letzten Lebensphase         Für die Begleitung naher Angehöriger in der letzten Lebensphase ist es möglich, sich bis zu drei Monate unbezahlt teilweise oder vollständig von der Arbeit freistellen zu lassen. In Betrieben mit mehr als 15 Beschäftigten besteht ein Anspruch auf Freistellung. Die zu pflegende Person muss während dieser Zeit nicht in häuslicher Umgebung gepflegt werden. Die Pflegebedürftigkeit (Pflegegrad 1-5) muss nicht vorliegen.         Die Gesamtdauer aller Freistellungen darf 24 Monate je nahem Angehörigen nicht überschreiten. Bei der Inanspruchnahme von Pflegezeit und Familienpflegezeit müssen die Freistellungen unmittelbar aneinander     anschließen.         Ab der Ankündigung, höchstens jedoch 12 Wochen vor dem Beginn der Freistellungen nach dem Pflegezeitgesetz bzw. Familienpflegezeitgesetz und während der Freistellungen besteht ein Sonderkündigungsschutz.     Für die Zeit der Freistellungen kann zum Ausgleich des Lohnverlusts ein zinsloses Darlehen beim Bundesamt für Familie und zivilgesellschaftliche Aufgaben (BAFzA) beantragt werden.         Über das aufgeführte hinaus können weitere Möglichkeiten dazu beitragen, Beruf und Betreuungsverpflichtungen besser miteinander zu vereinbaren, beispielsweise flexible Arbeitszeit- und Teilzeitmodelle, Homeoffice, Arbeitszeitkonten und Sonderurlaub.         Information, Beratung und Unterstützung         Wenn Sie weitere Informationen, Beratung bzw. Unterstützung benötigen, steht Ihnen gerne die Beratungsstelle KOBRA Beruf | Bildung | Arbeit kostenfrei zur Verfügung     Terminvereinbarung: Mo   Fr 10:00   13:30 Uhr, zusätzlich Di bis 16:00 Uhr, Telefon: (030) 6959 230      Telefonische Sprechzeiten (Beraterin: Petra Kather-Skibbe): Di 14:00   16:00, Do 10:00   12:00 Uhr, Tel.: (030) 6959 2316.      Sie können Ihr Anliegen auch direkt per E-Mail senden.            Das Bundesministeriums für Familie, Senioren, Frauen und Jugend hat wichtige Informationen zu den Freistellungsregelungen bei Pflege zusammengestellt:  <a href=https://www.wege-zur-pflege.de target=_blank data-type=follow class='click text-link extern'>https://www.wege-zur-pflege.de</a>""]",Vereinbarkeit von Pflege und Beruf,intent.CORONA.faq.bb17_pflege_reha_faq.667882619205013,['CORONA'],['CORONA'],"[""Kurzzeitige Arbeitsverhinderung         In einer akuten Pflegesituation haben Beschäftigte Anspruch auf eine Auszeit von der Arbeit, um die Pflege naher Angehöriger sicherzustellen oder zu organisieren. Dieses Recht gilt in jedem Arbeitsverhältnis. Die Auszeit ist auf insgesamt 10 Arbeitstage je Angehörigen begrenzt. Die Inanspruchnahme und deren voraussichtliche Dauer ist dem Arbeitgeber unverzüglich mitzuteilen.     Dieser kann einen Nachweis über die akute Situation und die voraussichtliche Pflegebedürftigkeit verlangen (ärztliches Attest). Für die Dauer der Auszeit kann Pflegeunterstützungsgeld bei der Pflegekasse des Pflegebedürftigen beantragt werden, wenn kein Anspruch auf Lohn-/Gehaltsfortzahlung besteht..         Pflegezeit         Beschäftigte können sich für die häusliche Pflege von nahen Angehörigen bis zu sechs Monate unbezahlt teilweise oder vollständig von der Arbeit freistellen lassen. In Betrieben mit mehr als 15 Beschäftigten besteht ein Anspruch auf Freistellung. Gegenüber dem Arbeitgeber ist die Pflegebedürftigkeit (Pflegegrad 1-5) nachzuweisen. Umfang und Dauer der Freistellung sind schriftlich mit dem Arbeitgeber zu vereinbaren.         Familienpflegezeit         Im Rahmen der Familienpflegezeit besteht die Möglichkeit, über einen Zeitraum von bis zu 24 Monate unbezahlt die vertragliche wöchentliche Arbeitszeit auf bis zu 15 Stunden zu reduzieren. Gegenüber dem Arbeitgeber ist die Pflegebedürftigkeit (Pflegegrad 1-5) nachzuweisen. Umfang und Dauer der     Arbeitszeitreduzierung sind schriftlich mit dem Arbeitgeber zu vereinbaren. Für Beschäftigte in Betrieben mit mehr als 25 Beschäftigten besteht ein Anspruch auf Familienpflegezeit.         Begleitung in der letzten Lebensphase         Für die Begleitung naher Angehöriger in der letzten Lebensphase ist es möglich, sich bis zu drei Monate unbezahlt teilweise oder vollständig von der Arbeit freistellen zu lassen. In Betrieben mit mehr als 15 Beschäftigten besteht ein Anspruch auf Freistellung. Die zu pflegende Person muss während dieser Zeit nicht in häuslicher Umgebung gepflegt werden. Die Pflegebedürftigkeit (Pflegegrad 1-5) muss nicht vorliegen.         Die Gesamtdauer aller Freistellungen darf 24 Monate je nahem Angehörigen nicht überschreiten. Bei der Inanspruchnahme von Pflegezeit und Familienpflegezeit müssen die Freistellungen unmittelbar aneinander     anschließen.         Ab der Ankündigung, höchstens jedoch 12 Wochen vor dem Beginn der Freistellungen nach dem Pflegezeitgesetz bzw. Familienpflegezeitgesetz und während der Freistellungen besteht ein Sonderkündigungsschutz.     Für die Zeit der Freistellungen kann zum Ausgleich des Lohnverlusts ein zinsloses Darlehen beim Bundesamt für Familie und zivilgesellschaftliche Aufgaben (BAFzA) beantragt werden.         Über das aufgeführte hinaus können weitere Möglichkeiten dazu beitragen, Beruf und Betreuungsverpflichtungen besser miteinander zu vereinbaren, beispielsweise flexible Arbeitszeit- und Teilzeitmodelle, Homeoffice, Arbeitszeitkonten und Sonderurlaub.         Information, Beratung und Unterstützung         Wenn Sie weitere Informationen, Beratung bzw. Unterstützung benötigen, steht Ihnen gerne die Beratungsstelle KOBRA Beruf | Bildung | Arbeit kostenfrei zur Verfügung     Terminvereinbarung: Mo   Fr 10:00   13:30 Uhr, zusätzlich Di bis 16:00 Uhr, Telefon: (030) 6959 230      Telefonische Sprechzeiten (Beraterin: Petra Kather-Skibbe): Di 14:00   16:00, Do 10:00   12:00 Uhr, Tel.: (030) 6959 2316.      Sie können Ihr Anliegen auch direkt per E-Mail senden.            Das Bundesministeriums für Familie, Senioren, Frauen und Jugend hat wichtige Informationen zu den Freistellungsregelungen bei Pflege zusammengestellt:  <a href=https://www.wege-zur-pflege.de target=_blank data-type=follow class='click text-link extern'>https://www.wege-zur-pflege.de</a>""]",1734524673918500864
43,43,1.0,02.06.2022 12:07,https://www.berlin.de/sen/kulteu/aktuelles/corona/artikel.915045.php#headline_1_43,"Berlin, Senatsverwaltung für Kultur und Europa",können auslandsstipendien aufgrund bestehender reisebeschränkungen notfalls auf das nächste jahr verschoben werden?,"['können auslandsstipendien aufgrund bestehender reisebeschränkungen notfalls auf das nächste jahr verschoben werden?', 'Aufgrund des Grundsatzes der Jährlichkeit ist eine Verschiebung auf das nächste Jahr leider nicht möglich.']",Können Auslandsstipendien aufgrund bestehender Reisebeschränkungen notfalls auf das nächste Jahr verschoben werden?,intent.CORONA.faq.bb10_kul_45.213405118745798,['CORONA'],['CORONA'],['Aufgrund des Grundsatzes der Jährlichkeit ist eine Verschiebung auf das nächste Jahr leider nicht möglich.'],1734524673921646592
44,44,1.0,02.06.2022 12:07,https://www.berlin.de/sen/bjf/corona/tests/#accordion_faq_1_339,"Senatsverwaltung für Bildung, Jugend und Familie",gibt es eine testpflicht für prüfungen?,"['gibt es eine testpflicht für prüfungen?', 'Prüfungskandidatinnen und -kandidaten sind   wie im vergangenen Schuljahr   von der Testpflicht ausgenommen. Dies gilt auch für die Teilnahme an Nichtschülerprüfungen. Prüfungskandidatinnen und -kandidaten sind dennoch aufgefordert, sich vor der jeweiligen Prüfung in der Schule oder in einer Teststelle freiwillig zu testen. Die Schulen sind angehalten, hierzu Testmöglichkeiten vor Ort anzubieten.  Das Durchführen eines Tests ist jedoch keine Voraussetzung für die Teilnahme an einer Prüfung. Sofern ein in der Schule oder in einer Teststelle durchgeführter Selbsttest positiv ausfällt, erhält die Prüfungskandidatin/der Prüfungskandidat eine entsprechende Bestätigung der Teststelle, muss sich in Isolation begeben und ist von der Teilnahme an der Prüfung befreit. Sofern das Ergebnis der Nachtestung negativ ist, müssen sie einen bestätigenden PCR-Test durchführen lassen und sind bis zum Vorliegen eines negativen Ergebnisses von der Teilnahme an der Prüfung befreit.  Sofern möglich, ist es jedoch empfehlenswert, während der Prüfungen Schutzmaßnahmen, wie etwa das Einhalten des Mindestabstands, weiterhin aufrechtzuerhalten.  (21. April 2022)']",Gibt es eine Testpflicht für Prüfungen?,intent.CORONA.faq.bb35_bjf_testenSchule.687932512962721,['CORONA'],['CORONA'],"['Prüfungskandidatinnen und -kandidaten sind   wie im vergangenen Schuljahr   von der Testpflicht ausgenommen. Dies gilt auch für die Teilnahme an Nichtschülerprüfungen. Prüfungskandidatinnen und -kandidaten sind dennoch aufgefordert, sich vor der jeweiligen Prüfung in der Schule oder in einer Teststelle freiwillig zu testen. Die Schulen sind angehalten, hierzu Testmöglichkeiten vor Ort anzubieten.  Das Durchführen eines Tests ist jedoch keine Voraussetzung für die Teilnahme an einer Prüfung. Sofern ein in der Schule oder in einer Teststelle durchgeführter Selbsttest positiv ausfällt, erhält die Prüfungskandidatin/der Prüfungskandidat eine entsprechende Bestätigung der Teststelle, muss sich in Isolation begeben und ist von der Teilnahme an der Prüfung befreit. Sofern das Ergebnis der Nachtestung negativ ist, müssen sie einen bestätigenden PCR-Test durchführen lassen und sind bis zum Vorliegen eines negativen Ergebnisses von der Teilnahme an der Prüfung befreit.  Sofern möglich, ist es jedoch empfehlenswert, während der Prüfungen Schutzmaßnahmen, wie etwa das Einhalten des Mindestabstands, weiterhin aufrechtzuerhalten.  (21. April 2022)']",1734524673923743744
45,45,1.0,02.06.2022 12:07,https://www.berlin.de/sen/soziales/corona/#headline_1_21,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",kann ich derzeit im rahmen der freiwilligen rückkehr ausreisen?,"['kann ich derzeit im rahmen der freiwilligen rückkehr ausreisen?', 'Derzeit sind aufgrund der Corona-Pandemie viele internationale Reisewege nicht zugänglich. Eine Ausreise im Rahmen der Freiwilligen Rückkehr ist daher deutlich erschwert und es kann zu starken Verzögerungen kommen. Die Beratungen zur freiwilligen Rückkehr finden im Landesamt für Flüchtlingsangelegenheiten derzeit grundsätzlich nur telefonisch oder per E- Mail statt.     Bitte richten Sie Ihre Anfrage an: rueckkehrberatung@laf.berlin.de       In besonderen Einzelfällen richten Sie Ihre Anfrage bitte an: Hannelore.Thoelldte@laf.berlin.de für eine Zusatzberatung.']",Kann ich derzeit im Rahmen der Freiwilligen Rückkehr ausreisen?,intent.CORONA.faq.bb20_senias_corona.303666032014338,['CORONA'],['CORONA'],['Derzeit sind aufgrund der Corona-Pandemie viele internationale Reisewege nicht zugänglich. Eine Ausreise im Rahmen der Freiwilligen Rückkehr ist daher deutlich erschwert und es kann zu starken Verzögerungen kommen. Die Beratungen zur freiwilligen Rückkehr finden im Landesamt für Flüchtlingsangelegenheiten derzeit grundsätzlich nur telefonisch oder per E- Mail statt.     Bitte richten Sie Ihre Anfrage an: rueckkehrberatung@laf.berlin.de       In besonderen Einzelfällen richten Sie Ihre Anfrage bitte an: Hannelore.Thoelldte@laf.berlin.de für eine Zusatzberatung.'],1734524673925840896
46,46,1.0,02.06.2022 12:07,https://www.berlin.de/sen/soziales/corona/#headline_1_4,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",wo kann ich mich telefonisch zu sozialthemen beraten lassen?,"['wo kann ich mich telefonisch zu sozialthemen beraten lassen?', 'Die Berliner Stadtteilzentren bieten umfangreiche niedrigschwellige Beratungen am Telefon zu folgenden Themen:    Allgemeine Sozialberatung      Beratungen für Migrantinnen und Migranten      Beratung rund um die Selbsthilfe      Engagement rund um die häusliche Pflege und für pflegende Angehörige      Mieterberatung      Rechtsberatung      Rentenberatung      SchreiBabyAmbulanz      Schuldnerberatung         Beratungsangebote der Stadtteilzentren']",Wo kann ich mich telefonisch zu Sozialthemen beraten lassen?,intent.CORONA.faq.bb20_senias_corona.905806546516725,['CORONA'],['CORONA'],['Die Berliner Stadtteilzentren bieten umfangreiche niedrigschwellige Beratungen am Telefon zu folgenden Themen:    Allgemeine Sozialberatung      Beratungen für Migrantinnen und Migranten      Beratung rund um die Selbsthilfe      Engagement rund um die häusliche Pflege und für pflegende Angehörige      Mieterberatung      Rechtsberatung      Rentenberatung      SchreiBabyAmbulanz      Schuldnerberatung         Beratungsangebote der Stadtteilzentren'],1734524673926889472
